Placement, REP_MAX_MIN, REP_AVG_MIN,EC_MAX_MIN, EC_AVG_MIN, MaxDiff, AvgDiff
4-9-11-12-14-20,230,69.041664,230,87.041664,0,-18.000000
4-9-11-12-14-21,230,66.416664,230,84.333336,0,-17.916672
4-9-11-12-15-16,230,67.916664,230,79.958336,0,-12.041672
4-9-11-12-15-17,244,81.375000,244,99.916664,0,-18.541664
4-9-11-12-15-18,230,60.333332,230,79.083336,0,-18.750004
4-9-11-12-15-19,230,61.500000,230,80.625000,0,-19.125000
4-9-11-12-15-20,230,68.833336,230,86.875000,0,-18.041664
4-9-11-12-15-21,230,66.708336,230,85.166664,0,-18.458328
4-9-11-12-16-17,230,95.041664,230,113.000000,0,-17.958336
4-9-11-12-16-18,173,76.708336,173,88.541664,0,-11.833328
4-9-11-12-16-19,173,78.291664,173,89.833336,0,-11.541672
4-9-11-12-16-20,218,84.958336,173,96.583336,45,-11.625000
4-9-11-12-16-21,215,82.875000,173,94.958336,42,-12.083336
4-9-11-12-17-18,230,82.875000,230,98.416664,0,-15.541664
4-9-11-12-17-19,230,85.208336,230,102.291664,0,-17.083328
4-9-11-12-17-20,230,97.875000,230,117.291664,0,-19.416664
4-9-11-12-17-21,230,95.541664,230,115.250000,0,-19.708336
4-9-11-12-18-19,173,59.750000,173,74.291664,0,-14.541664
4-9-11-12-18-20,173,68.333336,173,82.875000,0,-14.541664
4-9-11-12-18-21,173,66.791664,173,81.333336,0,-14.541672
4-9-11-12-19-20,173,69.000000,173,84.291664,0,-15.291664
4-9-11-12-19-21,173,66.916664,173,82.208336,0,-15.291672
4-9-11-12-20-21,173,73.083336,173,92.291664,0,-19.208328
4-9-11-13-14-15,239,49.416668,239,54.708332,0,-5.291664
4-9-11-13-14-16,229,66.791664,229,78.375000,0,-11.583336
4-9-11-13-14-17,239,76.500000,239,91.375000,0,-14.875000
4-9-11-13-14-18,229,56.166668,229,71.291664,0,-15.124996
4-9-11-13-14-19,229,57.541668,229,72.708336,0,-15.166668
4-9-11-13-14-20,229,65.583336,229,80.833336,0,-15.250000
4-9-11-13-14-21,229,63.000000,229,78.083336,0,-15.083336
4-9-11-13-15-16,229,68.000000,229,79.541664,0,-11.541664
4-9-11-13-15-17,244,78.291664,244,94.125000,0,-15.833336
4-9-11-13-15-18,229,57.500000,229,73.416664,0,-15.916664
4-9-11-13-15-19,229,58.875000,229,75.000000,0,-16.125000
4-9-11-13-15-20,229,66.666664,229,82.500000,0,-15.833336
4-9-11-13-15-21,229,64.083336,229,79.875000,0,-15.791664
4-9-11-13-16-17,229,92.833336,229,110.166664,0,-17.333328
4-9-11-13-16-18,173,73.666664,173,84.958336,0,-11.291672
4-9-11-13-16-19,173,75.791664,173,86.625000,0,-10.833336
4-9-11-13-16-20,218,83.583336,173,94.208336,45,-10.625000
4-9-11-13-16-21,215,81.000000,173,91.416664,42,-10.416664
4-9-11-13-17-18,229,77.000000,229,89.750000,0,-12.750000
4-9-11-13-17-19,229,79.458336,229,92.875000,0,-13.416664
4-9-11-13-17-20,229,93.041664,229,110.000000,0,-16.958336
4-9-11-13-17-21,229,89.791664,229,106.666664,0,-16.875000
4-9-11-13-18-19,173,54.375000,173,65.458336,0,-11.083336
4-9-11-13-18-20,173,64.125000,173,75.708336,0,-11.583336
4-9-11-13-18-21,173,62.583332,173,73.666664,0,-11.083332
4-9-11-13-19-20,173,64.916664,173,77.833336,0,-12.916672
4-9-11-13-19-21,173,62.833332,173,75.250000,0,-12.416668
4-9-11-13-20-21,173,70.291664,173,87.583336,0,-17.291672
4-9-11-14-15-16,239,66.833336,239,79.333336,0,-12.500000
4-9-11-14-15-17,244,77.958336,244,94.625000,0,-16.666664
4-9-11-14-15-18,239,57.208332,239,74.416664,0,-17.208332
4-9-11-14-15-19,239,58.375000,239,75.750000,0,-17.375000
4-9-11-14-15-20,239,66.291664,239,83.291664,0,-17.000000
4-9-11-14-15-21,239,63.666668,239,81.000000,0,-17.333332
4-9-11-14-16-17,239,92.333336,239,109.750000,0,-17.416664
4-9-11-14-16-18,173,73.583336,173,84.875000,0,-11.291664
4-9-11-14-16-19,173,75.708336,173,86.291664,0,-10.583328
4-9-11-14-16-20,218,83.041664,173,93.375000,45,-10.333336
4-9-11-14-16-21,215,80.416664,173,90.666664,42,-10.250000
4-9-11-14-17-18,239,78.166664,239,92.166664,0,-14.000000
4-9-11-14-17-19,239,80.416664,239,95.083336,0,-14.666672
4-9-11-14-17-20,239,94.125000,239,112.208336,0,-18.083336
4-9-11-14-17-21,239,90.958336,239,108.791664,0,-17.833328
4-9-11-14-18-19,173,54.958332,173,67.750000,0,-12.791668
4-9-11-14-18-20,173,64.500000,173,77.416664,0,-12.916664
4-9-11-14-18-21,173,62.958332,173,75.750000,0,-12.791668
4-9-11-14-19-20,173,65.083336,173,79.208336,0,-14.125000
4-9-11-14-19-21,173,63.000000,173,77.125000,0,-14.125000
4-9-11-14-20-21,173,70.375000,173,88.666664,0,-18.291664
4-9-11-15-16-17,244,93.541664,244,111.125000,0,-17.583336
4-9-11-15-16-18,173,74.750000,173,85.916664,0,-11.166664
4-9-11-15-16-19,173,76.833336,173,87.291664,0,-10.458328
4-9-11-15-16-20,218,83.541664,173,93.416664,45,-9.875000
4-9-11-15-16-21,215,81.416664,173,91.708336,42,-10.291672
4-9-11-15-17-18,244,79.916664,244,94.833336,0,-14.916672
4-9-11-15-17-19,244,82.250000,244,97.833336,0,-15.583336
4-9-11-15-17-20,244,95.041664,244,113.625000,0,-18.583336
4-9-11-15-17-21,244,92.583336,244,111.416664,0,-18.833328
4-9-11-15-18-19,173,56.250000,173,69.791664,0,-13.541664
4-9-11-15-18-20,173,65.541664,173,79.083336,0,-13.541672
4-9-11-15-18-21,173,64.000000,173,77.541664,0,-13.541664
4-9-11-15-19-20,173,66.208336,173,80.750000,0,-14.541664
4-9-11-15-19-21,173,64.125000,173,78.666664,0,-14.541664
4-9-11-15-20-21,173,71.000000,173,89.458336,0,-18.458336
4-9-11-16-17-18,218,92.625000,218,107.250000,0,-14.625000
4-9-11-16-17-19,218,95.000000,218,109.833336,0,-14.833336
4-9-11-16-17-20,235,108.333336,218,123.041664,17,-14.708328
4-9-11-16-17-21,218,105.583336,218,120.416664,0,-14.833328
4-9-11-16-18-19,173,71.833336,173,85.083336,0,-13.250000
4-9-11-16-18-20,173,80.375000,173,93.208336,0,-12.833336
4-9-11-16-18-21,173,78.833336,173,91.666664,0,-12.833328
4-9-11-16-19-20,173,80.916664,162,94.000000,11,-13.083336
4-9-11-16-19-21,173,78.833336,162,91.916664,11,-13.083328
4-9-11-16-20-21,215,84.625000,167,97.708336,48,-13.083336
4-9-11-17-18-19,173,70.375000,173,80.333336,0,-9.958336
4-9-11-17-18-20,177,82.916664,177,97.166664,0,-14.250000
4-9-11-17-18-21,181,81.208336,181,95.125000,0,-13.916664
4-9-11-17-19-20,177,83.583336,177,97.833336,0,-14.250000
4-9-11-17-19-21,181,81.333336,181,95.250000,0,-13.916664
4-9-11-17-20-21,181,87.541664,181,101.791664,0,-14.250000
4-9-11-18-19-20,173,55.625000,173,65.125000,0,-9.500000
4-9-11-18-19-21,173,54.375000,173,63.916668,0,-9.541668
4-9-11-18-20-21,173,61.500000,173,75.125000,0,-13.625000
4-9-11-19-20-21,167,59.958332,167,73.416664,0,-13.458332
4-9-12-13-14-15,230,47.291668,230,51.000000,0,-3.708332
4-9-12-13-14-16,229,63.625000,229,74.833336,0,-11.208336
4-9-12-13-14-17,230,74.458336,230,89.750000,0,-15.291664
4-9-12-13-14-18,229,54.666668,229,70.083336,0,-15.416668
4-9-12-13-14-19,229,56.166668,229,71.750000,0,-15.583332
4-9-12-13-14-20,229,64.208336,229,79.875000,0,-15.666664
4-9-12-13-14-21,229,61.625000,229,77.125000,0,-15.500000
4-9-12-13-15-16,229,64.041664,229,75.250000,0,-11.208336
4-9-12-13-15-17,230,75.500000,230,92.083336,0,-16.583336
4-9-12-13-15-18,229,55.333332,229,72.000000,0,-16.666668
4-9-12-13-15-19,229,56.958332,229,73.833336,0,-16.875004
4-9-12-13-15-20,229,64.750000,229,81.333336,0,-16.583336
4-9-12-13-15-21,229,62.166668,229,78.708336,0,-16.541668
4-9-12-13-16-17,229,89.708336,229,107.583336,0,-17.875000
4-9-12-13-16-18,173,70.041664,173,82.000000,0,-11.958336
4-9-12-13-16-19,173,72.250000,173,83.833336,0,-11.583336
4-9-12-13-16-20,218,80.500000,173,91.666664,45,-11.166664
4-9-12-13-16-21,215,77.916664,173,88.833336,42,-10.916672
4-9-12-13-17-18,229,74.916664,229,87.791664,0,-12.875000
4-9-12-13-17-19,229,77.416664,229,90.958336,0,-13.541672
4-9-12-13-17-20,229,91.125000,229,108.083336,0,-16.958336
4-9-12-13-17-21,229,88.125000,229,105.000000,0,-16.875000
4-9-12-13-18-19,173,52.958332,173,64.125000,0,-11.166668
4-9-12-13-18-20,173,62.708332,173,74.375000,0,-11.666668
4-9-12-13-18-21,173,61.166668,173,72.333336,0,-11.166668
4-9-12-13-19-20,173,63.625000,173,76.625000,0,-13.000000
4-9-12-13-19-21,173,61.541668,173,74.041664,0,-12.499996
4-9-12-13-20-21,173,68.916664,173,86.250000,0,-17.333336
4-9-12-14-15-16,230,63.166668,230,73.750000,0,-10.583332
4-9-12-14-15-17,239,75.458336,239,93.000000,0,-17.541664
4-9-12-14-15-18,230,55.375000,230,72.166664,0,-16.791664
4-9-12-14-15-19,230,56.750000,230,73.791664,0,-17.041664
4-9-12-14-15-20,230,64.666664,230,81.416664,0,-16.750000
4-9-12-14-15-21,230,62.041668,230,79.125000,0,-17.083332
4-9-12-14-16-17,230,89.125000,230,107.041664,0,-17.916664
4-9-12-14-16-18,173,70.291664,173,82.208336,0,-11.916672
4-9-12-14-16-19,173,72.250000,173,83.791664,0,-11.541664
4-9-12-14-16-20,218,80.250000,173,90.916664,45,-10.666664
4-9-12-14-16-21,215,77.625000,173,87.958336,42,-10.333336
4-9-12-14-17-18,230,76.000000,230,89.875000,0,-13.875000
4-9-12-14-17-19,230,78.291664,230,92.833336,0,-14.541672
4-9-12-14-17-20,230,92.500000,230,109.833336,0,-17.333336
4-9-12-14-17-21,230,89.583336,230,106.666664,0,-17.083328
4-9-12-14-18-19,173,53.833332,173,66.416664,0,-12.583332
4-9-12-14-18-20,173,63.375000,173,76.083336,0,-12.708336
4-9-12-14-18-21,173,61.833332,173,74.416664,0,-12.583332
4-9-12-14-19-20,173,64.083336,173,78.083336,0,-14.000000
4-9-12-14-19-21,173,62.000000,173,75.916664,0,-13.916664
4-9-12-14-20-21,173,69.291664,173,87.375000,0,-18.083336
4-9-12-15-16-17,230,89.583336,230,107.500000,0,-17.916664
4-9-12-15-16-18,173,70.666664,173,82.625000,0,-11.958336
4-9-12-15-16-19,173,72.458336,173,83.750000,0,-11.291664
4-9-12-15-16-20,218,80.208336,173,89.958336,45,-9.750000
4-9-12-15-16-21,215,78.083336,173,88.500000,42,-10.416664
4-9-12-15-17-18,230,77.000000,230,92.125000,0,-15.125000
4-9-12-15-17-19,230,79.375000,230,95.166664,0,-15.791664
4-9-12-15-17-20,230,92.875000,230,110.291664,0,-17.416664
4-9-12-15-17-21,230,90.666664,230,108.333336,0,-17.666672
4-9-12-15-18-19,173,54.583332,173,68.458336,0,-13.875004
4-9-12-15-18-20,173,63.875000,173,77.750000,0,-13.875000
4-9-12-15-18-21,173,62.333332,173,76.208336,0,-13.875004
4-9-12-15-19-20,173,64.666664,173,79.375000,0,-14.708336
4-9-12-15-19-21,173,62.583332,173,77.291664,0,-14.708332
4-9-12-15-20-21,173,69.375000,173,87.916664,0,-18.541664
4-9-12-16-17-18,217,89.375000,217,104.666664,0,-15.291664
4-9-12-16-17-19,217,91.791664,217,107.291664,0,-15.500000
4-9-12-16-17-20,230,105.250000,217,118.500000,13,-13.250000
4-9-12-16-17-21,217,102.750000,217,116.791664,0,-14.041664
4-9-12-16-18-19,173,68.166664,173,82.000000,0,-13.833336
4-9-12-16-18-20,173,77.166664,173,90.583336,0,-13.416672
4-9-12-16-18-21,173,75.625000,173,89.041664,0,-13.416664
4-9-12-16-19-20,173,77.750000,162,91.375000,11,-13.625000
4-9-12-16-19-21,173,75.666664,162,89.291664,11,-13.625000
4-9-12-16-20-21,215,81.833336,161,95.375000,54,-13.541664
4-9-12-17-18-19,173,68.208336,173,77.875000,0,-9.666664
4-9-12-17-18-20,177,80.875000,177,94.500000,0,-13.625000
4-9-12-17-18-21,181,79.416664,181,92.958336,0,-13.541672
4-9-12-17-19-20,177,81.583336,177,95.208336,0,-13.625000
4-9-12-17-19-21,181,79.583336,181,93.125000,0,-13.541664
4-9-12-17-20-21,181,85.916664,181,99.541664,0,-13.625000
4-9-12-18-19-20,173,54.583332,173,63.791668,0,-9.208336
4-9-12-18-19-21,173,53.333332,173,62.583332,0,-9.250000
4-9-12-18-20-21,173,60.375000,173,73.625000,0,-13.250000
4-9-12-19-20-21,162,58.958332,162,72.041664,0,-13.083332
4-9-13-14-15-16,229,60.625000,229,70.791664,0,-10.166664
4-9-13-14-15-17,239,70.791664,239,86.875000,0,-16.083336
4-9-13-14-15-18,229,51.291668,229,67.291664,0,-15.999996
4-9-13-14-15-19,229,52.791668,229,69.125000,0,-16.333332
4-9-13-14-15-20,229,60.833332,229,77.291664,0,-16.458332
4-9-13-14-15-21,229,58.250000,229,74.541664,0,-16.291664
4-9-13-14-16-17,229,84.583336,229,101.083336,0,-16.500000
4-9-13-14-16-18,173,64.958336,173,73.625000,0,-8.666664
4-9-13-14-16-19,173,67.250000,173,76.375000,0,-9.125000
4-9-13-14-16-20,218,76.625000,173,86.958336,45,-10.333336
4-9-13-14-16-21,215,74.041664,173,84.208336,42,-10.166672
4-9-13-14-17-18,229,69.041664,229,80.916664,0,-11.875000
4-9-13-14-17-19,229,71.458336,229,84.333336,0,-12.875000
4-9-13-14-17-20,229,86.666664,229,103.500000,0,-16.833336
4-9-13-14-17-21,229,83.375000,229,100.250000,0,-16.875000
4-9-13-14-18-19,173,49.083332,173,60.208332,0,-11.125000
4-9-13-14-18-20,173,58.708332,173,70.208336,0,-11.500004
4-9-13-14-18-21,173,57.291668,173,68.416664,0,-11.124996
4-9-13-14-19-20,173,59.416668,173,72.083336,0,-12.666668
4-9-13-14-19-21,173,57.458332,173,69.750000,0,-12.291668
4-9-13-14-20-21,173,64.958336,173,82.458336,0,-17.500000
4-9-13-15-16-17,229,86.333336,229,103.458336,0,-17.125000
4-9-13-15-16-18,173,66.625000,173,76.333336,0,-9.708336
4-9-13-15-16-19,173,68.916664,173,78.583336,0,-9.666672
4-9-13-15-16-20,218,77.875000,173,88.291664,45,-10.416664
4-9-13-15-16-21,215,75.291664,173,85.541664,42,-10.250000
4-9-13-15-17-18,229,70.833336,229,83.250000,0,-12.416664
4-9-13-15-17-19,229,73.333336,229,86.708336,0,-13.375000
4-9-13-15-17-20,229,87.833336,229,104.791664,0,-16.958328
4-9-13-15-17-21,229,84.750000,229,101.625000,0,-16.875000
4-9-13-15-18-19,173,50.333332,173,61.458332,0,-11.125000
4-9-13-15-18-20,173,60.083332,173,71.708336,0,-11.625004
4-9-13-15-18-21,173,58.541668,173,69.666664,0,-11.124996
4-9-13-15-19-20,173,60.916668,173,73.708336,0,-12.791668
4-9-13-15-19-21,173,58.833332,173,71.125000,0,-12.291668
4-9-13-15-20-21,173,66.208336,173,83.458336,0,-17.250000
4-9-13-16-17-18,178,83.375000,178,97.625000,0,-14.250000
4-9-13-16-17-19,178,85.916664,178,99.958336,0,-14.041672
4-9-13-16-17-20,229,100.875000,178,111.125000,51,-10.250000
4-9-13-16-17-21,215,98.166664,181,108.125000,34,-9.958336
4-9-13-16-18-19,173,61.666668,173,74.041664,0,-12.374996
4-9-13-16-18-20,173,72.791664,173,85.500000,0,-12.708336
4-9-13-16-18-21,173,71.250000,173,83.458336,0,-12.208336
4-9-13-16-19-20,173,73.500000,162,86.333336,11,-12.833336
4-9-13-16-19-21,173,71.416664,162,83.750000,11,-12.333336
4-9-13-16-20-21,215,78.875000,161,91.125000,54,-12.250000
4-9-13-17-18-19,173,60.291668,173,68.541664,0,-8.249996
4-9-13-17-18-20,177,74.666664,177,87.916664,0,-13.250000
4-9-13-17-18-21,178,72.666664,178,84.916664,0,-12.250000
4-9-13-17-19-20,177,75.500000,177,88.750000,0,-13.250000
4-9-13-17-19-21,178,72.958336,178,85.208336,0,-12.250000
4-9-13-17-20-21,178,81.000000,178,94.250000,0,-13.250000
4-9-13-18-19-20,173,50.083332,173,57.875000,0,-7.791668
4-9-13-18-19-21,173,49.333332,173,57.166668,0,-7.833336
4-9-13-18-20-21,173,56.000000,173,67.958336,0,-11.958336
4-9-13-19-20-21,162,54.416668,162,65.750000,0,-11.333332
4-9-14-15-16-17,239,86.041664,239,103.583336,0,-17.541672
4-9-14-15-16-18,173,67.166664,173,76.458336,0,-9.291672
4-9-14-15-16-19,173,69.208336,173,78.458336,0,-9.250000
4-9-14-15-16-20,218,77.541664,173,86.708336,45,-9.166672
4-9-14-15-16-21,215,74.916664,173,84.416664,42,-9.500000
4-9-14-15-17-18,239,72.208336,239,85.375000,0,-13.166664
4-9-14-15-17-19,239,74.500000,239,88.791664,0,-14.291664
4-9-14-15-17-20,239,89.125000,239,106.791664,0,-17.666664
4-9-14-15-17-21,239,86.125000,239,103.958336,0,-17.833336
4-9-14-15-18-19,173,51.125000,173,63.750000,0,-12.625000
4-9-14-15-18-20,173,60.666668,173,73.416664,0,-12.749996
4-9-14-15-18-21,173,59.125000,173,71.750000,0,-12.625000
4-9-14-15-19-20,173,61.291668,173,75.208336,0,-13.916668
4-9-14-15-19-21,173,59.208332,173,73.000000,0,-13.791668
4-9-14-15-20-21,173,66.500000,173,84.583336,0,-18.083336
4-9-14-16-17-18,187,84.166664,187,98.708336,0,-14.541672
4-9-14-16-17-19,187,86.500000,187,100.916664,0,-14.416664
4-9-14-16-17-20,235,101.458336,187,112.541664,48,-11.083328
4-9-14-16-17-21,215,98.666664,187,109.458336,28,-10.791672
4-9-14-16-18-19,173,63.083332,173,76.250000,0,-13.166668
4-9-14-16-18-20,173,73.208336,173,85.916664,0,-12.708328
4-9-14-16-18-21,173,71.666664,173,84.250000,0,-12.583336
4-9-14-16-19-20,173,73.708336,162,86.333336,11,-12.625000
4-9-14-16-19-21,173,71.625000,162,84.125000,11,-12.500000
4-9-14-16-20-21,215,79.000000,161,91.875000,54,-12.875000
4-9-14-17-18-19,173,62.166668,173,70.833336,0,-8.666668
4-9-14-17-18-20,177,76.333336,177,89.625000,0,-13.291664
4-9-14-17-18-21,181,74.583336,181,87.375000,0,-12.791664
4-9-14-17-19-20,177,76.958336,177,90.250000,0,-13.291664
4-9-14-17-19-21,181,74.666664,181,87.458336,0,-12.791672
4-9-14-17-20-21,181,82.500000,181,95.791664,0,-13.291664
4-9-14-18-19-20,173,51.375000,173,59.583332,0,-8.208332
4-9-14-18-19-21,173,50.250000,173,58.500000,0,-8.250000
4-9-14-18-20-21,173,57.416668,173,69.916664,0,-12.499996
4-9-14-19-20-21,162,55.791668,162,68.125000,0,-12.333332
4-9-15-16-17-18,199,85.875000,199,100.666664,0,-14.791664
4-9-15-16-17-19,199,88.291664,199,103.208336,0,-14.916672
4-9-15-16-17-20,235,102.541664,199,113.708336,36,-11.166672
4-9-15-16-17-21,215,99.958336,199,111.833336,16,-11.875000
4-9-15-16-18-19,173,64.708336,173,77.666664,0,-12.958328
4-9-15-16-18-20,173,74.416664,173,86.958336,0,-12.541672
4-9-15-16-18-21,173,72.875000,173,85.416664,0,-12.541664
4-9-15-16-19-20,173,75.000000,162,87.666664,11,-12.666664
4-9-15-16-19-21,173,72.916664,162,85.583336,11,-12.666672
4-9-15-16-20-21,215,79.791664,161,92.375000,54,-12.583336
4-9-15-17-18-19,173,64.000000,173,72.875000,0,-8.875000
4-9-15-17-18-20,177,77.458336,177,90.375000,0,-12.916664
4-9-15-17-18-21,181,75.916664,181,88.666664,0,-12.750000
4-9-15-17-19-20,177,78.166664,177,91.083336,0,-12.916672
4-9-15-17-19-21,181,76.083336,181,88.833336,0,-12.750000
4-9-15-17-20-21,181,83.208336,181,96.125000,0,-12.916664
4-9-15-18-19-20,173,52.541668,173,60.958332,0,-8.416664
4-9-15-18-19-21,173,51.291668,173,59.750000,0,-8.458332
4-9-15-18-20-21,173,58.333332,173,70.791664,0,-12.458332
4-9-15-19-20-21,162,56.833332,162,69.041664,0,-12.208332
4-9-16-17-18-19,173,76.583336,173,89.000000,0,-12.416664
4-9-16-17-18-20,177,87.000000,177,100.875000,0,-13.875000
4-9-16-17-18-21,181,85.625000,181,99.666664,0,-14.041664
4-9-16-17-19-20,177,87.750000,177,101.416664,0,-13.666664
4-9-16-17-19-21,181,85.833336,181,99.666664,0,-13.833328
4-9-16-17-20-21,215,91.291664,215,106.708336,0,-15.416672
4-9-16-18-19-20,173,61.375000,162,70.833336,11,-9.458336
