Placement, REP_MAX_MIN, REP_AVG_MIN,EC_MAX_MIN, EC_AVG_MIN, MaxDiff, AvgDiff
6-8-11-13-15-16,257,64.833336,257,83.291664,0,-18.458328
6-8-11-13-15-17,279,92.291664,279,112.500000,0,-20.208336
6-8-11-13-15-18,257,72.750000,257,85.500000,0,-12.750000
6-8-11-13-15-19,257,75.083336,257,89.291664,0,-14.208328
6-8-11-13-15-20,257,82.875000,257,100.291664,0,-17.416664
6-8-11-13-15-21,257,81.916664,257,99.541664,0,-17.625000
6-8-11-13-16-17,273,98.333336,273,120.000000,0,-21.666664
6-8-11-13-16-18,198,81.333336,198,94.541664,0,-13.208328
6-8-11-13-16-19,194,83.375000,187,95.625000,7,-12.250000
6-8-11-13-16-20,232,90.000000,177,102.125000,55,-12.125000
6-8-11-13-16-21,219,89.041664,177,100.250000,42,-11.208336
6-8-11-13-17-18,257,100.375000,257,117.250000,0,-16.875000
6-8-11-13-17-19,257,102.875000,257,119.541664,0,-16.666664
6-8-11-13-17-20,257,114.166664,257,131.208328,0,-17.041664
6-8-11-13-17-21,257,112.958336,257,128.875000,0,-15.916664
6-8-11-13-18-19,198,80.458336,198,91.416664,0,-10.958328
6-8-11-13-18-20,228,90.416664,198,100.875000,30,-10.458336
6-8-11-13-18-21,219,90.458336,198,100.833336,21,-10.375000
6-8-11-13-19-20,228,91.083336,187,100.250000,41,-9.166664
6-8-11-13-19-21,219,90.583336,187,99.666664,32,-9.083328
6-8-11-13-20-21,228,94.291664,167,100.625000,61,-6.333336
6-8-11-14-15-16,265,62.125000,265,81.541664,0,-19.416664
6-8-11-14-15-17,279,90.458336,279,110.666664,0,-20.208328
6-8-11-14-15-18,265,71.708336,265,85.708336,0,-14.000000
6-8-11-14-15-19,265,73.833336,265,89.250000,0,-15.416664
6-8-11-14-15-20,265,81.000000,265,99.291664,0,-18.291664
6-8-11-14-15-21,265,80.000000,265,98.291664,0,-18.291664
6-8-11-14-16-17,273,96.333336,273,118.458336,0,-22.125000
6-8-11-14-16-18,198,80.125000,198,92.166664,0,-12.041664
6-8-11-14-16-19,194,81.958336,187,93.125000,7,-11.166664
6-8-11-14-16-20,232,87.291664,177,99.833336,55,-12.541672
6-8-11-14-16-21,219,86.625000,177,97.833336,42,-11.208336
6-8-11-14-17-18,265,100.041664,265,117.041664,0,-17.000000
6-8-11-14-17-19,265,102.333336,265,119.125000,0,-16.791664
6-8-11-14-17-20,265,113.750000,265,131.666672,0,-17.916672
6-8-11-14-17-21,265,112.625000,265,129.541672,0,-16.916672
6-8-11-14-18-19,198,80.375000,198,92.208336,0,-11.833336
6-8-11-14-18-20,228,90.041664,198,100.500000,30,-10.458336
6-8-11-14-18-21,219,90.041664,198,100.083336,21,-10.041672
6-8-11-14-19-20,228,90.500000,187,99.666664,41,-9.166664
6-8-11-14-19-21,219,89.958336,187,98.708336,32,-8.750000
6-8-11-14-20-21,228,93.916664,167,101.125000,61,-7.208336
6-8-11-15-16-17,279,96.708336,279,119.000000,0,-22.291664
6-8-11-15-16-18,198,80.750000,198,91.958336,0,-11.208336
6-8-11-15-16-19,194,82.666664,187,93.250000,7,-10.583336
6-8-11-15-16-20,232,86.583336,177,98.791664,55,-12.208328
6-8-11-15-16-21,219,86.208336,177,97.416664,42,-11.208328
6-8-11-15-17-18,279,100.958336,279,117.791664,0,-16.833328
6-8-11-15-17-19,279,103.333336,279,119.958336,0,-16.625000
6-8-11-15-17-20,279,113.833336,279,131.708328,0,-17.874992
6-8-11-15-17-21,279,113.416664,279,130.500000,0,-17.083336
6-8-11-15-18-19,198,81.041664,198,93.291664,0,-12.250000
6-8-11-15-18-20,228,90.250000,198,99.916664,30,-9.666664
6-8-11-15-18-21,219,90.750000,198,100.208336,21,-9.458336
6-8-11-15-19-20,228,90.791664,187,99.166664,41,-8.375000
6-8-11-15-19-21,219,90.750000,187,98.916664,32,-8.166664
6-8-11-15-20-21,228,94.000000,167,100.750000,61,-6.750000
6-8-11-16-17-18,273,106.916664,273,126.125000,0,-19.208336
6-8-11-16-17-19,273,109.208336,273,127.916664,0,-18.708328
6-8-11-16-17-20,273,120.375000,273,133.833328,0,-13.458328
6-8-11-16-17-21,273,119.416664,273,133.666672,0,-14.250008
6-8-11-16-18-19,194,89.250000,187,106.416664,7,-17.166664
6-8-11-16-18-20,218,96.250000,177,110.166664,41,-13.916664
6-8-11-16-18-21,218,96.791664,177,109.750000,41,-12.958336
6-8-11-16-19-20,218,96.708336,177,111.041664,41,-14.333328
6-8-11-16-19-21,218,96.791664,177,110.083336,41,-13.291672
6-8-11-16-20-21,219,99.541664,193,110.708336,26,-11.166672
6-8-11-17-18-19,218,100.833336,218,116.083336,0,-15.250000
6-8-11-17-18-20,228,111.083336,218,125.958336,10,-14.875000
6-8-11-17-18-21,219,111.416664,218,125.666664,1,-14.250000
6-8-11-17-19-20,228,111.791664,218,127.208336,10,-15.416672
6-8-11-17-19-21,219,111.583336,218,126.375000,1,-14.791664
6-8-11-17-20-21,228,115.500000,219,130.875000,9,-15.375000
6-8-11-18-19-20,198,86.041664,187,98.750000,11,-12.708336
6-8-11-18-19-21,198,86.583336,187,99.291664,11,-12.708328
6-8-11-18-20-21,219,89.750000,185,100.958336,34,-11.208336
6-8-11-19-20-21,219,88.083336,194,100.500000,25,-12.416664
6-8-12-13-14-15,262,52.750000,262,56.041668,0,-3.291668
6-8-12-13-14-16,257,61.958332,257,78.875000,0,-16.916668
6-8-12-13-14-17,262,87.708336,262,106.291664,0,-18.583328
6-8-12-13-14-18,257,69.791664,257,81.500000,0,-11.708336
6-8-12-13-14-19,257,72.166664,257,85.166664,0,-13.000000
6-8-12-13-14-20,257,79.541664,257,96.500000,0,-16.958336
6-8-12-13-14-21,257,78.291664,257,95.041664,0,-16.750000
6-8-12-13-15-16,257,61.500000,257,78.291664,0,-16.791664
6-8-12-13-15-17,262,87.541664,262,106.125000,0,-18.583336
6-8-12-13-15-18,257,69.875000,257,82.208336,0,-12.333336
6-8-12-13-15-19,257,72.333336,257,85.833336,0,-13.500000
6-8-12-13-15-20,257,78.875000,257,95.416664,0,-16.541664
6-8-12-13-15-21,257,77.916664,257,94.666664,0,-16.750000
6-8-12-13-16-17,273,93.416664,273,115.250000,0,-21.833336
6-8-12-13-16-18,198,76.708336,198,89.916664,0,-13.208328
6-8-12-13-16-19,194,78.791664,187,91.041664,7,-12.250000
6-8-12-13-16-20,232,85.125000,177,95.083336,55,-9.958336
6-8-12-13-16-21,219,84.166664,177,94.250000,42,-10.083336
6-8-12-13-17-18,257,96.458336,257,114.250000,0,-17.791664
6-8-12-13-17-19,257,99.000000,257,116.666664,0,-17.666664
6-8-12-13-17-20,257,110.416664,257,126.833336,0,-16.416672
6-8-12-13-17-21,257,109.458336,257,125.708336,0,-16.250000
6-8-12-13-18-19,198,77.541664,198,89.166664,0,-11.625000
6-8-12-13-18-20,228,86.541664,198,97.000000,30,-10.458336
6-8-12-13-18-21,219,86.583336,198,96.958336,21,-10.375000
6-8-12-13-19-20,228,87.250000,187,96.416664,41,-9.166664
6-8-12-13-19-21,219,86.750000,187,95.833336,32,-9.083336
6-8-12-13-20-21,228,90.833336,157,97.833336,71,-7.000000
6-8-12-14-15-16,262,59.541668,262,76.500000,0,-16.958332
6-8-12-14-15-17,265,86.000000,265,104.375000,0,-18.375000
6-8-12-14-15-18,262,69.125000,262,81.875000,0,-12.750000
6-8-12-14-15-19,262,71.375000,262,84.833336,0,-13.458336
6-8-12-14-15-20,262,77.291664,262,94.000000,0,-16.708336
6-8-12-14-15-21,262,76.291664,262,93.000000,0,-16.708336
6-8-12-14-16-17,273,91.583336,273,112.791664,0,-21.208328
6-8-12-14-16-18,198,75.666664,198,87.833336,0,-12.166672
6-8-12-14-16-19,194,77.541664,187,88.833336,7,-11.291672
6-8-12-14-16-20,232,82.708336,177,92.708336,55,-10.000000
6-8-12-14-16-21,219,82.041664,177,92.000000,42,-9.958336
6-8-12-14-17-18,262,96.291664,262,113.958336,0,-17.666672
6-8-12-14-17-19,262,98.625000,262,116.166664,0,-17.541664
6-8-12-14-17-20,262,110.291664,262,126.791664,0,-16.500000
6-8-12-14-17-21,262,109.416664,262,125.750000,0,-16.333336
6-8-12-14-18-19,198,77.958336,198,89.791664,0,-11.833328
6-8-12-14-18-20,228,86.458336,198,96.916664,30,-10.458328
6-8-12-14-18-21,219,86.458336,198,96.500000,21,-10.041664
6-8-12-14-19-20,228,86.958336,187,96.125000,41,-9.166664
6-8-12-14-19-21,219,86.416664,187,95.166664,32,-8.750000
6-8-12-14-20-21,228,90.750000,157,98.625000,71,-7.875000
6-8-12-15-16-17,273,90.833336,273,112.333336,0,-21.500000
6-8-12-15-16-18,198,75.166664,198,87.083336,0,-11.916672
6-8-12-15-16-19,194,77.125000,187,88.416664,7,-11.291664
6-8-12-15-16-20,232,81.458336,177,91.416664,55,-9.958328
6-8-12-15-16-21,219,81.083336,177,91.166664,42,-10.083328
6-8-12-15-17-18,262,96.083336,262,113.916664,0,-17.833328
6-8-12-15-17-19,262,98.500000,262,116.208336,0,-17.708336
6-8-12-15-17-20,262,109.791664,262,125.750000,0,-15.958336
6-8-12-15-17-21,262,109.625000,262,125.416664,0,-15.791664
6-8-12-15-18-19,198,78.083336,198,89.916664,0,-11.833328
6-8-12-15-18-20,228,86.083336,198,95.791664,30,-9.708328
6-8-12-15-18-21,219,86.583336,198,96.083336,21,-9.500000
6-8-12-15-19-20,228,86.666664,187,95.083336,41,-8.416672
6-8-12-15-19-21,219,86.625000,187,94.833336,32,-8.208336
6-8-12-15-20-21,228,90.291664,157,97.708336,71,-7.416672
6-8-12-16-17-18,273,101.875000,273,121.541664,0,-19.666664
6-8-12-16-17-19,273,104.208336,273,122.916664,0,-18.708328
6-8-12-16-17-20,273,115.500000,273,128.125000,0,-12.625000
6-8-12-16-17-21,273,114.791664,273,128.666672,0,-13.875008
6-8-12-16-18-19,194,84.541664,187,103.083336,7,-18.541672
6-8-12-16-18-20,218,91.250000,177,104.541664,41,-13.291664
6-8-12-16-18-21,218,91.791664,177,104.541664,41,-12.750000
6-8-12-16-19-20,218,91.750000,177,105.375000,41,-13.625000
6-8-12-16-19-21,218,91.833336,177,105.208336,41,-13.375000
6-8-12-16-20-21,219,94.000000,193,105.541664,26,-11.541664
6-8-12-17-18-19,217,96.833336,217,113.041664,0,-16.208328
6-8-12-17-18-20,228,107.208336,217,122.291664,11,-15.083328
6-8-12-17-18-21,219,107.791664,217,122.833336,2,-15.041672
6-8-12-17-19-20,228,107.958336,217,123.291664,11,-15.333328
6-8-12-17-19-21,219,108.000000,217,123.166664,2,-15.166664
6-8-12-17-20-21,228,112.041664,219,126.458336,9,-14.416672
6-8-12-18-19-20,198,82.083336,187,94.958336,11,-12.875000
6-8-12-18-19-21,198,82.625000,187,95.500000,11,-12.875000
6-8-12-18-20-21,219,86.166664,185,98.208336,34,-12.041672
6-8-12-19-20-21,219,84.541664,194,97.791664,25,-13.250000
6-8-13-14-15-16,257,59.041668,257,78.208336,0,-19.166668
6-8-13-14-15-17,265,83.625000,265,101.583336,0,-17.958336
6-8-13-14-15-18,257,65.416664,257,77.166664,0,-11.750000
6-8-13-14-15-19,257,67.791664,257,80.458336,0,-12.666672
6-8-13-14-15-20,257,76.083336,257,92.625000,0,-16.541664
6-8-13-14-15-21,257,74.833336,257,91.541664,0,-16.708328
6-8-13-14-16-17,273,90.083336,273,111.916664,0,-21.833328
6-8-13-14-16-18,198,72.833336,198,86.291664,0,-13.458328
6-8-13-14-16-19,194,74.833336,187,87.083336,7,-12.250000
6-8-13-14-16-20,232,83.041664,177,91.625000,55,-8.583336
6-8-13-14-16-21,219,81.875000,177,89.833336,42,-7.958336
6-8-13-14-17-18,257,91.125000,257,107.916664,0,-16.791664
6-8-13-14-17-19,257,93.583336,257,110.000000,0,-16.416664
6-8-13-14-17-20,257,106.500000,257,120.750000,0,-14.250000
6-8-13-14-17-21,257,104.916664,257,118.583336,0,-13.666672
6-8-13-14-18-19,198,71.583336,198,80.208336,0,-8.625000
6-8-13-14-18-20,228,82.458336,198,92.916664,30,-10.458328
6-8-13-14-18-21,219,82.166664,198,92.541664,21,-10.375000
6-8-13-14-19-20,228,83.083336,187,92.250000,41,-9.166664
6-8-13-14-19-21,219,82.250000,187,91.333336,32,-9.083336
6-8-13-14-20-21,228,87.541664,150,93.875000,78,-6.333336
6-8-13-15-16-17,273,90.625000,273,112.458336,0,-21.833336
