Placement, REP_MAX_MIN, REP_AVG_MIN,EC_MAX_MIN, EC_AVG_MIN, MaxDiff, AvgDiff
3-4-5-6-11-17,263,94.916664,263,114.916664,0,-20.000000
3-4-5-6-11-18,239,77.083336,239,96.625000,0,-19.541664
3-4-5-6-11-19,239,77.708336,239,95.125000,0,-17.416664
3-4-5-6-11-20,239,77.416664,239,92.125000,0,-14.708336
3-4-5-6-11-21,239,75.500000,239,89.875000,0,-14.375000
3-4-5-6-12-13,229,68.541664,228,93.791664,1,-25.250000
3-4-5-6-12-14,235,67.500000,228,92.583336,7,-25.083336
3-4-5-6-12-15,235,66.541664,228,91.625000,7,-25.083336
3-4-5-6-12-16,228,62.916668,228,87.791664,0,-24.874996
3-4-5-6-12-17,263,93.083336,263,112.583336,0,-19.500000
3-4-5-6-12-18,228,74.500000,228,93.958336,0,-19.458336
3-4-5-6-12-19,228,75.166664,228,92.333336,0,-17.166672
3-4-5-6-12-20,228,74.791664,228,89.791664,0,-15.000000
3-4-5-6-12-21,228,72.875000,228,87.541664,0,-14.666664
3-4-5-6-13-14,209,65.333336,209,90.250000,0,-24.916664
3-4-5-6-13-15,215,65.666664,215,91.083336,0,-25.416672
3-4-5-6-13-16,201,63.833332,201,86.500000,0,-22.666668
3-4-5-6-13-17,263,89.250000,263,107.916664,0,-18.666664
3-4-5-6-13-18,201,71.000000,201,89.458336,0,-18.458336
3-4-5-6-13-19,201,71.791664,201,88.125000,0,-16.333336
3-4-5-6-13-20,207,73.416664,201,86.666664,6,-13.250000
3-4-5-6-13-21,207,71.500000,201,84.416664,6,-12.916664
3-4-5-6-14-15,215,64.541664,215,89.916664,0,-25.375000
3-4-5-6-14-16,209,62.541668,209,86.041664,0,-23.499996
3-4-5-6-14-17,263,89.583336,263,108.875000,0,-19.291664
3-4-5-6-14-18,209,71.250000,209,90.416664,0,-19.166664
3-4-5-6-14-19,209,71.833336,209,88.916664,0,-17.083328
3-4-5-6-14-20,215,73.375000,209,87.250000,6,-13.875000
3-4-5-6-14-21,215,71.458336,209,85.000000,6,-13.541664
3-4-5-6-15-16,215,62.291668,215,86.125000,0,-23.833332
3-4-5-6-15-17,263,90.125000,263,109.916664,0,-19.791664
3-4-5-6-15-18,215,71.541664,215,91.250000,0,-19.708336
3-4-5-6-15-19,215,72.208336,215,89.708336,0,-17.500000
3-4-5-6-15-20,221,73.416664,215,87.750000,6,-14.333336
3-4-5-6-15-21,219,71.500000,215,85.500000,4,-14.000000
3-4-5-6-16-17,273,82.000000,273,101.208336,0,-19.208336
3-4-5-6-16-18,165,68.166664,160,83.916664,5,-15.750000
3-4-5-6-16-19,160,66.416664,160,82.666664,0,-16.250000
3-4-5-6-16-20,153,61.666668,153,77.041664,0,-15.374996
3-4-5-6-16-21,153,59.750000,153,74.791664,0,-15.041664
3-4-5-6-17-18,263,82.166664,263,99.666664,0,-17.500000
3-4-5-6-17-19,263,81.916664,263,98.291664,0,-16.375000
3-4-5-6-17-20,263,80.500000,263,94.875000,0,-14.375000
3-4-5-6-17-21,263,78.750000,263,92.625000,0,-13.875000
3-4-5-6-18-19,152,63.291668,152,79.708336,0,-16.416668
3-4-5-6-18-20,152,63.541668,152,76.916664,0,-13.374996
3-4-5-6-18-21,152,62.458332,152,75.208336,0,-12.750004
3-4-5-6-19-20,137,61.458332,137,74.583336,0,-13.125004
3-4-5-6-19-21,137,59.833332,137,72.708336,0,-12.875004
3-4-5-6-20-21,129,55.125000,129,68.083336,0,-12.958336
3-4-5-7-8-9,172,57.625000,172,66.583336,0,-8.958336
3-4-5-7-8-10,242,65.625000,242,76.625000,0,-11.000000
3-4-5-7-8-11,244,66.708336,244,77.458336,0,-10.750000
3-4-5-7-8-12,235,64.541664,235,75.750000,0,-11.208336
3-4-5-7-8-13,207,62.375000,207,72.750000,0,-10.375000
3-4-5-7-8-14,215,62.458332,215,73.375000,0,-10.916668
3-4-5-7-8-15,221,62.875000,221,73.791664,0,-10.916664
3-4-5-7-8-16,153,54.500000,153,65.583336,0,-11.083336
3-4-5-7-8-17,286,71.791664,286,80.750000,0,-8.958336
3-4-5-7-8-18,174,57.958332,174,66.916664,0,-8.958332
3-4-5-7-8-19,160,56.208332,160,65.166664,0,-8.958332
3-4-5-7-8-20,135,52.833332,135,61.791668,0,-8.958336
3-4-5-7-8-21,126,51.666668,126,60.625000,0,-8.958332
3-4-5-7-9-10,240,64.666664,240,73.416664,0,-8.750000
3-4-5-7-9-11,239,66.083336,239,74.708336,0,-8.625000
3-4-5-7-9-12,228,64.833336,228,73.250000,0,-8.416664
3-4-5-7-9-13,207,59.791668,201,68.375000,6,-8.583332
3-4-5-7-9-14,209,61.041668,209,69.625000,0,-8.583332
3-4-5-7-9-15,215,62.041668,215,70.875000,0,-8.833332
3-4-5-7-9-16,165,60.458332,161,71.583336,4,-11.125004
3-4-5-7-9-17,263,69.083336,263,77.916664,0,-8.833328
3-4-5-7-9-18,152,50.750000,152,59.583332,0,-8.833332
3-4-5-7-9-19,150,50.416668,150,59.250000,0,-8.833332
3-4-5-7-9-20,150,52.791668,150,61.625000,0,-8.833332
3-4-5-7-9-21,150,50.958332,150,59.791668,0,-8.833336
3-4-5-7-10-11,244,62.458332,240,74.625000,4,-12.166668
3-4-5-7-10-12,240,59.500000,240,71.916664,0,-12.416664
3-4-5-7-10-13,240,59.958332,240,72.125000,0,-12.166668
3-4-5-7-10-14,240,58.916668,240,71.083336,0,-12.166668
3-4-5-7-10-15,242,58.666668,240,70.833336,2,-12.166668
3-4-5-7-10-16,240,59.083332,240,71.500000,0,-12.416668
3-4-5-7-10-17,263,82.708336,263,92.416664,0,-9.708328
3-4-5-7-10-18,240,65.000000,240,73.666664,0,-8.666664
3-4-5-7-10-19,240,64.541664,240,73.208336,0,-8.666672
3-4-5-7-10-20,240,64.583336,240,74.416664,0,-9.833328
3-4-5-7-10-21,240,63.500000,240,73.083336,0,-9.583336
3-4-5-7-11-12,239,62.500000,239,74.541664,0,-12.041664
3-4-5-7-11-13,239,62.250000,239,73.833336,0,-11.583336
3-4-5-7-11-14,239,61.041668,239,73.458336,0,-12.416668
3-4-5-7-11-15,239,61.000000,239,73.416664,0,-12.416664
3-4-5-7-11-16,239,62.291668,239,74.333336,0,-12.041668
3-4-5-7-11-17,263,84.000000,263,93.333336,0,-9.333336
3-4-5-7-11-18,239,66.625000,239,75.250000,0,-8.625000
3-4-5-7-11-19,239,66.166664,239,74.791664,0,-8.625000
3-4-5-7-11-20,239,66.541664,239,75.416664,0,-8.875000
3-4-5-7-11-21,239,65.291664,239,73.916664,0,-8.625000
3-4-5-7-12-13,229,60.125000,228,72.166664,1,-12.041664
3-4-5-7-12-14,235,59.208332,228,71.250000,7,-12.041668
3-4-5-7-12-15,235,58.625000,228,70.666664,7,-12.041664
3-4-5-7-12-16,228,58.291668,228,70.708336,0,-12.416668
3-4-5-7-12-17,263,82.166664,263,92.291664,0,-10.125000
3-4-5-7-12-18,228,65.125000,228,73.458336,0,-8.333336
3-4-5-7-12-19,228,64.708336,228,73.041664,0,-8.333328
3-4-5-7-12-20,228,64.375000,228,73.791664,0,-9.416664
3-4-5-7-12-21,228,63.375000,228,72.541664,0,-9.166664
3-4-5-7-13-14,209,56.625000,209,68.625000,0,-12.000000
3-4-5-7-13-15,215,57.333332,215,69.750000,0,-12.416668
3-4-5-7-13-16,201,58.666668,201,70.666664,0,-11.999996
3-4-5-7-13-17,263,78.000000,263,86.791664,0,-8.791664
3-4-5-7-13-18,207,59.916668,201,68.500000,6,-8.583332
3-4-5-7-13-19,201,59.625000,201,68.208336,0,-8.583336
3-4-5-7-13-20,201,62.083332,201,70.666664,0,-8.583332
3-4-5-7-13-21,201,60.416668,201,69.000000,0,-8.583332
3-4-5-7-14-15,215,56.333332,215,68.750000,0,-12.416668
3-4-5-7-14-16,209,57.500000,209,69.500000,0,-12.000000
3-4-5-7-14-17,263,78.458336,263,88.250000,0,-9.791664
3-4-5-7-14-18,210,61.250000,209,69.833336,1,-8.583336
3-4-5-7-14-19,209,60.750000,209,69.333336,0,-8.583336
3-4-5-7-14-20,209,62.291668,209,71.583336,0,-9.291668
3-4-5-7-14-21,209,61.000000,209,70.041664,0,-9.041664
3-4-5-7-15-16,215,57.625000,215,69.625000,0,-12.000000
3-4-5-7-15-17,263,79.375000,263,89.666664,0,-10.291664
3-4-5-7-15-18,215,62.208332,215,70.958336,0,-8.750004
3-4-5-7-15-19,215,61.791668,215,70.541664,0,-8.749996
3-4-5-7-15-20,215,62.333332,215,72.083336,0,-9.750004
3-4-5-7-15-21,215,61.250000,215,70.750000,0,-9.500000
3-4-5-7-16-17,273,74.625000,273,85.666664,0,-11.041664
3-4-5-7-16-18,165,60.791668,160,71.791664,5,-10.999996
3-4-5-7-16-19,160,59.041668,160,70.625000,0,-11.583332
3-4-5-7-16-20,153,55.666668,153,66.583336,0,-10.916668
3-4-5-7-16-21,153,54.500000,153,65.083336,0,-10.583336
3-4-5-7-17-18,263,68.708336,263,77.541664,0,-8.833328
3-4-5-7-17-19,263,68.458336,263,77.291664,0,-8.833328
3-4-5-7-17-20,263,68.416664,263,77.250000,0,-8.833336
3-4-5-7-17-21,263,67.416664,263,76.250000,0,-8.833336
3-4-5-7-18-19,152,49.833332,152,58.666668,0,-8.833336
3-4-5-7-18-20,152,51.458332,152,60.291668,0,-8.833336
3-4-5-7-18-21,152,51.125000,152,59.958332,0,-8.833332
3-4-5-7-19-20,137,49.375000,137,58.208332,0,-8.833332
3-4-5-7-19-21,137,48.500000,137,57.333332,0,-8.833332
3-4-5-7-20-21,109,43.791668,109,52.625000,0,-8.833332
3-4-5-8-9-10,242,78.916664,242,97.000000,0,-18.083336
3-4-5-8-9-11,244,80.083336,244,97.833336,0,-17.750000
3-4-5-8-9-12,235,79.083336,235,96.333336,0,-17.250000
3-4-5-8-9-13,207,73.791664,207,91.583336,0,-17.791672
3-4-5-8-9-14,215,75.041664,215,92.875000,0,-17.833336
3-4-5-8-9-15,221,76.291664,221,94.000000,0,-17.708336
3-4-5-8-9-16,166,77.125000,161,89.458336,5,-12.333336
3-4-5-8-9-17,263,83.083336,263,100.875000,0,-17.791664
3-4-5-8-9-18,152,64.750000,152,82.500000,0,-17.750000
3-4-5-8-9-19,150,64.416664,150,81.083336,0,-16.666672
3-4-5-8-9-20,150,65.708336,150,78.500000,0,-12.791664
3-4-5-8-9-21,150,62.666668,150,75.791664,0,-13.124996
3-4-5-8-10-11,246,80.958336,244,99.583336,2,-18.625000
3-4-5-8-10-12,242,78.916664,242,98.083336,0,-19.166672
3-4-5-8-10-13,242,78.083336,242,96.708336,0,-18.625000
3-4-5-8-10-14,242,77.875000,242,96.500000,0,-18.625000
3-4-5-8-10-15,245,78.083336,242,96.708336,3,-18.625000
3-4-5-8-10-16,242,78.375000,242,97.166664,0,-18.791664
3-4-5-8-10-17,263,97.916664,263,115.958336,0,-18.041672
3-4-5-8-10-18,242,79.166664,242,97.250000,0,-18.083336
3-4-5-8-10-19,242,78.708336,242,95.791664,0,-17.083328
3-4-5-8-10-20,242,78.583336,242,93.458336,0,-14.875000
3-4-5-8-10-21,242,76.041664,242,90.916664,0,-14.875000
3-4-5-8-11-12,244,81.000000,244,99.708336,0,-18.708336
3-4-5-8-11-13,244,79.458336,244,98.250000,0,-18.791664
3-4-5-8-11-14,244,79.083336,244,97.875000,0,-18.791664
3-4-5-8-11-15,244,79.500000,244,98.291664,0,-18.791664
3-4-5-8-11-16,244,81.000000,244,98.250000,0,-17.250000
3-4-5-8-11-17,263,98.708336,263,116.583336,0,-17.875000
3-4-5-8-11-18,244,80.625000,244,98.291664,0,-17.666664
3-4-5-8-11-19,244,80.166664,244,96.791664,0,-16.625000
3-4-5-8-11-20,244,79.708336,244,93.625000,0,-13.916664
3-4-5-8-11-21,244,77.000000,244,91.083336,0,-14.083336
3-4-5-8-12-13,235,78.250000,235,96.958336,0,-18.708336
3-4-5-8-12-14,237,78.166664,235,96.875000,2,-18.708336
3-4-5-8-12-15,237,78.041664,235,96.750000,2,-18.708336
3-4-5-8-12-16,235,77.583336,235,96.041664,0,-18.458328
3-4-5-8-12-17,263,98.125000,263,115.333336,0,-17.208336
3-4-5-8-12-18,235,79.291664,235,96.625000,0,-17.333336
3-4-5-8-12-19,235,78.875000,235,95.083336,0,-16.208336
3-4-5-8-12-20,235,78.166664,235,92.375000,0,-14.208336
3-4-5-8-12-21,235,75.708336,235,89.833336,0,-14.125000
3-4-5-8-13-14,215,74.291664,215,93.083336,0,-18.791672
3-4-5-8-13-15,221,75.458336,221,94.250000,0,-18.791664
3-4-5-8-13-16,207,76.958336,207,93.041664,0,-16.083328
3-4-5-8-13-17,263,92.208336,263,110.250000,0,-18.041664
3-4-5-8-13-18,207,73.916664,207,91.791664,0,-17.875000
3-4-5-8-13-19,207,73.625000,207,90.458336,0,-16.833336
3-4-5-8-13-20,207,75.000000,207,88.916664,0,-13.916664
3-4-5-8-13-21,207,72.125000,207,86.333336,0,-14.208336
3-4-5-8-14-15,221,75.291664,221,94.083336,0,-18.791672
3-4-5-8-14-16,215,76.625000,215,93.583336,0,-16.958336
3-4-5-8-14-17,263,93.666664,263,111.541664,0,-17.875000
3-4-5-8-14-18,215,75.250000,215,93.083336,0,-17.833336
3-4-5-8-14-19,215,74.750000,215,91.583336,0,-16.833336
3-4-5-8-14-20,215,75.916664,215,89.833336,0,-13.916672
3-4-5-8-14-21,215,73.166664,215,87.291664,0,-14.125000
3-4-5-8-15-16,221,77.208336,221,94.166664,0,-16.958328
3-4-5-8-15-17,263,95.083336,263,112.791664,0,-17.708328
3-4-5-8-15-18,221,76.375000,221,94.250000,0,-17.875000
3-4-5-8-15-19,221,75.958336,221,92.708336,0,-16.750000
3-4-5-8-15-20,221,76.416664,221,90.708336,0,-14.291672
3-4-5-8-15-21,221,73.875000,221,88.166664,0,-14.291664
3-4-5-8-16-17,273,91.208336,273,104.041664,0,-12.833328
3-4-5-8-16-18,166,77.333336,160,89.541664,6,-12.208328
3-4-5-8-16-19,166,76.166664,166,88.541664,0,-12.375000
3-4-5-8-16-20,166,71.708336,166,82.750000,0,-11.041664
3-4-5-8-16-21,166,69.333336,166,80.208336,0,-10.875000
3-4-5-8-17-18,263,82.708336,263,100.916664,0,-18.208328
3-4-5-8-17-19,263,82.458336,263,99.541664,0,-17.083328
3-4-5-8-17-20,263,81.333336,263,95.958336,0,-14.625000
3-4-5-8-17-21,263,79.125000,263,93.416664,0,-14.291664
3-4-5-8-18-19,152,63.833332,152,80.958336,0,-17.125004
3-4-5-8-18-20,152,64.375000,152,78.000000,0,-13.625000
3-4-5-8-18-21,152,62.833332,152,76.000000,0,-13.166668
3-4-5-8-19-20,138,62.291668,138,75.666664,0,-13.374996
3-4-5-8-19-21,140,60.208332,140,73.500000,0,-13.291668
3-4-5-8-20-21,138,55.416668,138,68.708336,0,-13.291668
3-4-5-9-10-11,244,71.458336,240,105.125000,4,-33.666664
3-4-5-9-10-12,240,69.916664,240,103.208336,0,-33.291672
3-4-5-9-10-13,240,67.000000,240,100.666664,0,-33.666664
3-4-5-9-10-14,240,67.125000,240,100.791664,0,-33.666664
3-4-5-9-10-15,242,67.708336,240,101.375000,2,-33.666664
3-4-5-9-10-16,240,76.916664,240,100.458336,0,-23.541672
3-4-5-9-10-17,258,89.083336,258,115.916664,0,-26.833328
3-4-5-9-10-18,240,65.791664,240,96.625000,0,-30.833336
3-4-5-9-10-19,240,65.250000,240,93.583336,0,-28.333336
3-4-5-9-10-20,240,68.166664,240,90.750000,0,-22.583336
3-4-5-9-10-21,240,64.875000,240,86.500000,0,-21.625000
3-4-5-9-11-12,239,72.625000,239,105.541664,0,-32.916664
3-4-5-9-11-13,239,69.625000,239,103.125000,0,-33.500000
3-4-5-9-11-14,239,69.583336,239,103.125000,0,-33.541664
3-4-5-9-11-15,239,70.375000,239,103.791664,0,-33.416664
3-4-5-9-11-16,239,80.208336,239,101.958336,0,-21.750000
3-4-5-9-11-17,258,91.125000,258,116.416664,0,-25.291664
3-4-5-9-11-18,239,68.500000,239,97.875000,0,-29.375000
3-4-5-9-11-19,239,67.958336,239,94.916664,0,-26.958328
3-4-5-9-11-20,239,70.291664,239,91.250000,0,-20.958336
3-4-5-9-11-21,239,66.833336,239,87.791664,0,-20.958328
3-4-5-9-12-13,229,68.291664,228,101.166664,1,-32.875000
3-4-5-9-12-14,235,68.541664,228,101.458336,7,-32.916672
3-4-5-9-12-15,235,68.791664,228,101.583336,7,-32.791672
3-4-5-9-12-16,228,77.458336,228,99.416664,0,-21.958328
3-4-5-9-12-17,258,90.416664,258,114.833336,0,-24.416672
3-4-5-9-12-18,228,67.041664,228,96.208336,0,-29.166672
3-4-5-9-12-19,228,66.541664,228,93.375000,0,-26.833336
3-4-5-9-12-20,228,69.000000,228,89.666664,0,-20.666664
3-4-5-9-12-21,228,65.791664,228,86.333336,0,-20.541672
3-4-5-9-13-14,209,63.208332,209,96.708336,0,-33.500004
3-4-5-9-13-15,215,64.750000,215,98.125000,0,-33.375000
3-4-5-9-13-16,201,74.625000,201,95.250000,0,-20.625000
3-4-5-9-13-17,258,83.041664,258,110.125000,0,-27.083336
3-4-5-9-13-18,201,60.208332,201,91.458336,0,-31.250004
3-4-5-9-13-19,201,59.833332,201,88.458336,0,-28.625004
3-4-5-9-13-20,201,64.000000,201,84.958336,0,-20.958336
3-4-5-9-13-21,201,60.375000,201,81.458336,0,-21.083336
3-4-5-9-14-15,215,64.916664,215,98.333336,0,-33.416672
3-4-5-9-14-16,209,74.625000,209,96.083336,0,-21.458336
3-4-5-9-14-17,258,84.833336,258,111.416664,0,-26.583328
3-4-5-9-14-18,209,61.875000,209,92.791664,0,-30.916664
3-4-5-9-14-19,209,61.291668,209,89.750000,0,-28.458332
3-4-5-9-14-20,209,65.250000,209,86.250000,0,-21.000000
3-4-5-9-14-21,209,61.750000,209,82.708336,0,-20.958336
3-4-5-9-15-16,215,75.583336,215,97.333336,0,-21.750000
3-4-5-9-15-17,258,86.625000,258,112.541664,0,-25.916664
3-4-5-9-15-18,215,63.375000,215,93.875000,0,-30.500000
3-4-5-9-15-19,215,62.875000,215,90.958336,0,-28.083336
3-4-5-9-15-20,215,66.125000,215,87.375000,0,-21.250000
3-4-5-9-15-21,215,62.833332,215,83.958336,0,-21.125004
3-4-5-9-16-17,263,89.791664,263,108.000000,0,-18.208336
3-4-5-9-16-18,165,71.458336,160,89.500000,5,-18.041664
3-4-5-9-16-19,166,70.041664,161,87.125000,5,-17.083336
3-4-5-9-16-20,166,69.750000,161,83.416664,5,-13.666664
3-4-5-9-16-21,166,66.625000,161,80.458336,5,-13.833336
3-4-5-9-17-18,258,71.250000,258,100.541664,0,-29.291664
3-4-5-9-17-19,258,70.916664,258,97.625000,0,-26.708336
3-4-5-9-17-20,258,72.583336,258,94.416664,0,-21.833328
3-4-5-9-17-21,258,69.625000,258,90.791664,0,-21.166664
3-4-5-9-18-19,162,47.750000,162,78.583336,0,-30.833336
3-4-5-9-18-20,147,52.166668,147,74.708336,0,-22.541668
3-4-5-9-18-21,147,49.875000,147,71.083336,0,-21.208336
3-4-5-9-19-20,144,51.541668,144,73.208336,0,-21.666668
3-4-5-9-19-21,144,48.708332,144,69.916664,0,-21.208332
3-4-5-9-20-21,144,49.875000,144,68.291664,0,-18.416664
3-4-5-10-11-12,244,72.000000,240,125.250000,4,-53.250000
3-4-5-10-11-13,244,70.083336,240,118.083336,4,-48.000000
3-4-5-10-11-14,244,69.541664,240,119.333336,4,-49.791672
3-4-5-10-11-15,244,70.041664,240,120.708336,4,-50.666672
3-4-5-10-11-16,244,71.375000,240,105.166664,4,-33.791664
3-4-5-10-11-17,258,105.666664,258,138.708328,0,-33.041664
3-4-5-10-11-18,244,71.916664,240,105.583336,4,-33.666672
3-4-5-10-11-19,244,71.250000,240,101.833336,4,-30.583336
3-4-5-10-11-20,244,72.416664,240,96.166664,4,-23.750000
3-4-5-10-11-21,244,69.458336,240,92.083336,4,-22.625000
3-4-5-10-12-13,240,68.333336,240,115.958336,0,-47.625000
3-4-5-10-12-14,240,68.083336,240,116.500000,0,-48.416664
3-4-5-10-12-15,242,68.041664,240,117.333336,2,-49.291672
3-4-5-10-12-16,240,67.666664,240,101.916664,0,-34.250000
3-4-5-10-12-17,258,103.750000,258,136.333328,0,-32.583328
3-4-5-10-12-18,240,70.000000,240,103.333336,0,-33.333336
3-4-5-10-12-19,240,69.375000,240,99.625000,0,-30.250000
3-4-5-10-12-20,240,70.083336,240,94.291664,0,-24.208328
3-4-5-10-12-21,240,67.375000,240,90.208336,0,-22.833336
3-4-5-10-13-14,240,65.625000,240,113.625000,0,-48.000000
3-4-5-10-13-15,242,66.125000,240,114.125000,2,-48.000000
3-4-5-10-13-16,240,69.208336,240,102.583336,0,-33.375000
3-4-5-10-13-17,258,97.458336,258,129.500000,0,-32.041664
3-4-5-10-13-18,240,67.041664,240,100.708336,0,-33.666672
3-4-5-10-13-19,240,66.541664,240,97.125000,0,-30.583336
3-4-5-10-13-20,240,69.541664,240,93.250000,0,-23.708336
3-4-5-10-13-21,240,66.416664,240,89.166664,0,-22.750000
3-4-5-10-14-15,242,65.791664,240,115.583336,2,-49.791672
3-4-5-10-14-16,240,67.750000,240,101.500000,0,-33.750000
3-4-5-10-14-17,258,98.750000,258,131.375000,0,-32.625000
3-4-5-10-14-18,240,67.250000,240,100.916664,0,-33.666664
3-4-5-10-14-19,240,66.541664,240,97.125000,0,-30.583336
3-4-5-10-14-20,240,69.333336,240,93.041664,0,-23.708328
3-4-5-10-14-21,240,66.333336,240,88.958336,0,-22.625000
3-4-5-10-15-16,242,67.666664,240,101.416664,2,-33.750000
3-4-5-10-15-17,258,100.250000,258,133.083328,0,-32.833328
3-4-5-10-15-18,242,67.708336,240,101.375000,2,-33.666664
3-4-5-10-15-19,242,67.083336,240,97.666664,2,-30.583328
3-4-5-10-15-20,242,69.166664,240,93.250000,2,-24.083336
3-4-5-10-15-21,242,66.375000,240,89.166664,2,-22.791664
3-4-5-10-16-17,263,96.208336,263,120.500000,0,-24.291664
3-4-5-10-16-18,240,77.125000,240,100.708336,0,-23.583336
3-4-5-10-16-19,240,75.416664,240,98.166664,0,-22.750000
3-4-5-10-16-20,240,76.125000,240,94.208336,0,-18.083336
3-4-5-10-16-21,240,72.666664,240,90.125000,0,-17.458336
3-4-5-10-17-18,258,88.625000,258,116.000000,0,-27.375000
3-4-5-10-17-19,258,88.166664,258,113.375000,0,-25.208336
3-4-5-10-17-20,258,88.666664,258,112.458336,0,-23.791672
3-4-5-10-17-21,258,86.208336,258,108.750000,0,-22.541664
3-4-5-10-18-19,240,64.583336,240,93.083336,0,-28.500000
3-4-5-10-18-20,240,66.750000,240,90.250000,0,-23.500000
3-4-5-10-18-21,240,64.958336,240,86.791664,0,-21.833328
3-4-5-10-19-20,240,66.000000,240,88.458336,0,-22.458336
3-4-5-10-19-21,240,63.666668,240,85.416664,0,-21.749996
3-4-5-10-20-21,240,62.416668,240,83.000000,0,-20.583332
3-4-5-11-12-13,239,71.250000,239,119.125000,0,-47.875000
