Placement, REP_MAX_MIN, REP_AVG_MIN,EC_MAX_MIN, EC_AVG_MIN, MaxDiff, AvgDiff
3-8-10-13-15-19,257,69.791664,257,89.166664,0,-19.375000
3-8-10-13-15-20,257,78.041664,257,107.291664,0,-29.250000
3-8-10-13-15-21,257,76.041664,257,105.500000,0,-29.458336
3-8-10-13-16-17,258,110.875000,258,135.166672,0,-24.291672
3-8-10-13-16-18,198,82.416664,198,97.500000,0,-15.083336
3-8-10-13-16-19,187,83.750000,187,97.375000,0,-13.625000
3-8-10-13-16-20,235,92.791664,177,106.083336,58,-13.291672
3-8-10-13-16-21,218,90.125000,177,104.541664,41,-14.416664
3-8-10-13-17-18,257,100.750000,257,123.541664,0,-22.791664
3-8-10-13-17-19,257,102.333336,257,125.125000,0,-22.791664
3-8-10-13-17-20,257,109.000000,257,132.166672,0,-23.166672
3-8-10-13-17-21,257,107.375000,257,130.458328,0,-23.083328
3-8-10-13-18-19,198,69.375000,198,83.250000,0,-13.875000
3-8-10-13-18-20,198,77.500000,198,97.875000,0,-20.375000
3-8-10-13-18-21,198,76.125000,198,95.958336,0,-19.833336
3-8-10-13-19-20,187,77.250000,187,95.625000,0,-18.375000
3-8-10-13-19-21,187,75.333336,187,93.583336,0,-18.250000
3-8-10-13-20-21,150,77.125000,150,90.791664,0,-13.666664
3-8-10-14-15-16,265,68.166664,265,86.666664,0,-18.500000
3-8-10-14-15-17,279,102.708336,279,126.958336,0,-24.250000
3-8-10-14-15-18,265,68.083336,265,86.500000,0,-18.416664
3-8-10-14-15-19,265,69.291664,265,90.041664,0,-20.750000
3-8-10-14-15-20,265,77.666664,265,108.125000,0,-30.458336
3-8-10-14-15-21,265,75.750000,265,106.375000,0,-30.625000
3-8-10-14-16-17,265,110.541664,265,135.416672,0,-24.875008
3-8-10-14-16-18,198,81.375000,198,95.625000,0,-14.250000
3-8-10-14-16-19,187,82.500000,187,95.416664,0,-12.916664
3-8-10-14-16-20,235,91.333336,177,105.625000,58,-14.291664
3-8-10-14-16-21,218,89.083336,177,103.500000,41,-14.416664
3-8-10-14-17-18,265,102.083336,265,125.458336,0,-23.375000
3-8-10-14-17-19,265,103.458336,265,126.833336,0,-23.375000
3-8-10-14-17-20,265,110.250000,265,134.333328,0,-24.083328
3-8-10-14-17-21,265,108.708336,265,132.375000,0,-23.666664
3-8-10-14-18-19,198,69.791664,198,84.416664,0,-14.625000
3-8-10-14-18-20,198,77.708336,198,98.083336,0,-20.375000
3-8-10-14-18-21,198,76.750000,198,97.083336,0,-20.333336
3-8-10-14-19-20,187,77.250000,187,95.625000,0,-18.375000
3-8-10-14-19-21,187,75.750000,187,94.291664,0,-18.541664
3-8-10-14-20-21,150,77.333336,150,91.291664,0,-13.958328
3-8-10-15-16-17,279,111.875000,279,137.625000,0,-25.750000
3-8-10-15-16-18,198,81.541664,198,95.666664,0,-14.125000
3-8-10-15-16-19,187,82.750000,187,96.166664,0,-13.416664
3-8-10-15-16-20,235,90.875000,177,104.541664,58,-13.666664
3-8-10-15-16-21,218,89.125000,177,103.541664,41,-14.416664
3-8-10-15-17-18,279,103.958336,279,128.208328,0,-24.249992
3-8-10-15-17-19,279,105.416664,279,129.666672,0,-24.250008
3-8-10-15-17-20,279,111.291664,279,136.041672,0,-24.750008
3-8-10-15-17-21,279,110.458336,279,135.000000,0,-24.541664
3-8-10-15-18-19,198,70.583336,198,85.875000,0,-15.291664
3-8-10-15-18-20,198,77.791664,198,98.166664,0,-20.375000
3-8-10-15-18-21,198,77.333336,198,97.958336,0,-20.625000
3-8-10-15-19-20,187,77.416664,187,95.791664,0,-18.375000
3-8-10-15-19-21,187,76.416664,187,95.250000,0,-18.833336
3-8-10-15-20-21,150,77.291664,150,91.541664,0,-14.250000
3-8-10-16-17-18,258,111.875000,258,131.500000,0,-19.625000
3-8-10-16-17-19,258,112.750000,258,131.000000,0,-18.250000
3-8-10-16-17-20,258,119.083336,258,135.375000,0,-16.291664
3-8-10-16-17-21,258,117.958336,258,134.375000,0,-16.416664
3-8-10-16-18-19,187,87.291664,187,103.208336,0,-15.916672
3-8-10-16-18-20,218,93.583336,177,108.208336,41,-14.625000
3-8-10-16-18-21,215,92.500000,177,107.791664,38,-15.291664
3-8-10-16-19-20,218,92.125000,177,106.416664,41,-14.291664
3-8-10-16-19-21,215,90.500000,177,105.750000,38,-15.250000
3-8-10-16-20-21,218,90.458336,193,102.083336,25,-11.625000
3-8-10-17-18-19,207,92.708336,207,110.625000,0,-17.916664
3-8-10-17-18-20,207,98.333336,207,116.458336,0,-18.125000
3-8-10-17-18-21,207,98.250000,207,116.375000,0,-18.125000
3-8-10-17-19-20,207,98.125000,207,115.333336,0,-17.208336
3-8-10-17-19-21,207,97.500000,207,114.708336,0,-17.208336
3-8-10-17-20-21,207,96.791664,207,111.041664,0,-14.250000
3-8-10-18-19-20,187,71.250000,187,85.791664,0,-14.541664
3-8-10-18-19-21,187,70.791664,187,85.166664,0,-14.375000
3-8-10-18-20-21,150,71.625000,150,82.916664,0,-11.291664
3-8-10-19-20-21,150,70.041664,150,81.333336,0,-11.291672
3-8-11-12-13-14,262,63.833332,262,67.916664,0,-4.083332
3-8-11-12-13-15,262,64.416664,262,68.250000,0,-3.833336
3-8-11-12-13-16,257,76.458336,257,94.083336,0,-17.625000
3-8-11-12-13-17,262,110.166664,262,135.125000,0,-24.958336
3-8-11-12-13-18,257,75.958336,257,93.375000,0,-17.416664
3-8-11-12-13-19,257,77.375000,257,97.291664,0,-19.916664
3-8-11-12-13-20,257,84.250000,257,113.500000,0,-29.250000
3-8-11-12-13-21,257,82.208336,257,111.708336,0,-29.500000
3-8-11-12-14-15,265,62.541668,265,65.000000,0,-2.458332
3-8-11-12-14-16,262,74.416664,262,92.750000,0,-18.333336
3-8-11-12-14-17,265,109.916664,265,135.000000,0,-25.083336
3-8-11-12-14-18,262,75.583336,262,94.458336,0,-18.875000
3-8-11-12-14-19,262,76.791664,262,98.083336,0,-21.291672
3-8-11-12-14-20,262,83.791664,262,114.500000,0,-30.708336
3-8-11-12-14-21,262,81.833336,262,112.125000,0,-30.291664
3-8-11-12-15-16,262,74.416664,262,92.250000,0,-17.833336
3-8-11-12-15-17,279,110.750000,279,136.416672,0,-25.666672
3-8-11-12-15-18,262,76.125000,262,95.000000,0,-18.875000
3-8-11-12-15-19,262,77.416664,262,98.833336,0,-21.416672
3-8-11-12-15-20,262,83.500000,262,113.791664,0,-30.291664
3-8-11-12-15-21,262,82.250000,262,112.541664,0,-30.291664
3-8-11-12-16-17,262,118.125000,262,144.125000,0,-26.000000
3-8-11-12-16-18,198,88.083336,198,102.458336,0,-14.375000
3-8-11-12-16-19,187,89.291664,187,103.125000,0,-13.833336
3-8-11-12-16-20,235,96.041664,177,111.708336,58,-15.666672
3-8-11-12-16-21,218,94.250000,177,110.666664,41,-16.416664
3-8-11-12-17-18,262,111.458336,262,136.416672,0,-24.958336
3-8-11-12-17-19,262,112.916664,262,137.875000,0,-24.958336
3-8-11-12-17-20,262,118.083336,262,143.750000,0,-25.666664
3-8-11-12-17-21,262,117.208336,262,142.875000,0,-25.666664
3-8-11-12-18-19,198,78.375000,198,95.583336,0,-17.208336
3-8-11-12-18-20,198,84.208336,198,104.583336,0,-20.375000
3-8-11-12-18-21,198,83.708336,198,104.583336,0,-20.875000
3-8-11-12-19-20,187,83.833336,187,102.208336,0,-18.375000
3-8-11-12-19-21,187,82.791664,187,101.666664,0,-18.875000
3-8-11-12-20-21,175,82.291664,175,96.583336,0,-14.291672
3-8-11-13-14-15,265,61.083332,265,66.250000,0,-5.166668
3-8-11-13-14-16,257,74.708336,257,92.541664,0,-17.833328
3-8-11-13-14-17,265,104.875000,265,128.708328,0,-23.833328
3-8-11-13-14-18,257,72.208336,257,88.875000,0,-16.666664
3-8-11-13-14-19,257,73.541664,257,92.458336,0,-18.916672
3-8-11-13-14-20,257,81.916664,257,111.166664,0,-29.250000
3-8-11-13-14-21,257,79.250000,257,108.375000,0,-29.125000
3-8-11-13-15-16,257,75.125000,257,92.875000,0,-17.750000
3-8-11-13-15-17,279,107.000000,279,131.708328,0,-24.708328
3-8-11-13-15-18,257,73.166664,257,90.125000,0,-16.958336
3-8-11-13-15-19,257,74.583336,257,93.916664,0,-19.333328
3-8-11-13-15-20,257,82.250000,257,111.500000,0,-29.250000
3-8-11-13-15-21,257,80.083336,257,109.375000,0,-29.291664
3-8-11-13-16-17,258,115.250000,258,139.541672,0,-24.291672
3-8-11-13-16-18,198,87.458336,198,102.291664,0,-14.833328
3-8-11-13-16-19,187,88.791664,187,102.250000,0,-13.458336
3-8-11-13-16-20,235,97.250000,177,110.541664,58,-13.291664
3-8-11-13-16-21,218,94.416664,177,108.833336,41,-14.416672
3-8-11-13-17-18,257,104.916664,257,128.166672,0,-23.250008
3-8-11-13-17-19,257,106.500000,257,129.750000,0,-23.250000
3-8-11-13-17-20,257,112.583336,257,136.000000,0,-23.416664
3-8-11-13-17-21,257,110.791664,257,134.208328,0,-23.416664
3-8-11-13-18-19,198,74.208336,198,89.750000,0,-15.541664
3-8-11-13-18-20,198,81.750000,198,102.125000,0,-20.375000
3-8-11-13-18-21,198,80.208336,198,100.083336,0,-19.875000
3-8-11-13-19-20,187,81.500000,187,99.875000,0,-18.375000
3-8-11-13-19-21,187,79.416664,187,97.666664,0,-18.250000
3-8-11-13-20-21,175,80.625000,175,94.291664,0,-13.666664
3-8-11-14-15-16,265,73.000000,265,91.416664,0,-18.416664
3-8-11-14-15-17,279,106.666664,279,131.375000,0,-24.708336
3-8-11-14-15-18,265,72.708336,265,91.166664,0,-18.458328
3-8-11-14-15-19,265,73.916664,265,94.708336,0,-20.791672
3-8-11-14-15-20,265,81.708336,265,112.166664,0,-30.458328
3-8-11-14-15-21,265,79.625000,265,110.250000,0,-30.625000
3-8-11-14-16-17,265,114.750000,265,139.625000,0,-24.875000
3-8-11-14-16-18,198,86.250000,198,100.250000,0,-14.000000
3-8-11-14-16-19,187,87.375000,187,100.125000,0,-12.750000
3-8-11-14-16-20,235,95.625000,177,109.916664,58,-14.291664
3-8-11-14-16-21,218,93.208336,177,107.625000,41,-14.416664
3-8-11-14-17-18,265,106.083336,265,129.916672,0,-23.833336
3-8-11-14-17-19,265,107.458336,265,131.291672,0,-23.833336
3-8-11-14-17-20,265,113.666664,265,138.125000,0,-24.458336
3-8-11-14-17-21,265,111.958336,265,136.083328,0,-24.124992
3-8-11-14-18-19,198,74.458336,198,90.875000,0,-16.416664
3-8-11-14-18-20,198,81.791664,198,102.166664,0,-20.375000
3-8-11-14-18-21,198,80.666664,198,101.208336,0,-20.541672
3-8-11-14-19-20,187,81.333336,187,99.708336,0,-18.375000
3-8-11-14-19-21,187,79.666664,187,98.208336,0,-18.541672
3-8-11-14-20-21,175,80.666664,175,94.625000,0,-13.958336
3-8-11-15-16-17,279,116.291664,279,142.041672,0,-25.750008
3-8-11-15-16-18,198,86.625000,198,100.500000,0,-13.875000
3-8-11-15-16-19,187,87.833336,187,101.083336,0,-13.250000
3-8-11-15-16-20,235,95.375000,177,109.041664,58,-13.666664
3-8-11-15-16-21,218,93.458336,177,107.875000,41,-14.416664
3-8-11-15-17-18,279,108.166664,279,132.875000,0,-24.708336
3-8-11-15-17-19,279,109.625000,279,134.333328,0,-24.708328
3-8-11-15-17-20,279,114.916664,279,139.750000,0,-24.833336
3-8-11-15-17-21,279,113.916664,279,138.750000,0,-24.833336
3-8-11-15-18-19,198,75.458336,198,92.291664,0,-16.833328
3-8-11-15-18-20,198,82.083336,198,102.458336,0,-20.375000
3-8-11-15-18-21,198,81.458336,198,102.291664,0,-20.833328
3-8-11-15-19-20,187,81.708336,187,100.083336,0,-18.375000
3-8-11-15-19-21,187,80.541664,187,99.375000,0,-18.833336
3-8-11-15-20-21,175,80.833336,175,95.083336,0,-14.250000
3-8-11-16-17-18,258,116.041664,258,135.958328,0,-19.916664
3-8-11-16-17-19,258,116.416664,258,135.458328,0,-19.041664
3-8-11-16-17-20,258,122.166664,258,141.416672,0,-19.250008
3-8-11-16-17-21,258,120.875000,258,139.750000,0,-18.875000
3-8-11-16-18-19,187,92.416664,187,108.166664,0,-15.750000
3-8-11-16-18-20,218,97.916664,177,112.833336,41,-14.916672
3-8-11-16-18-21,215,96.875000,177,112.083336,38,-15.208336
3-8-11-16-19-20,218,96.458336,177,110.958336,41,-14.500000
3-8-11-16-19-21,215,94.875000,177,110.041664,38,-15.166664
3-8-11-16-20-21,218,94.041664,193,105.875000,25,-11.833336
3-8-11-17-18-19,218,96.958336,218,115.333336,0,-18.375000
3-8-11-17-18-20,218,102.000000,218,120.125000,0,-18.125000
3-8-11-17-18-21,218,101.750000,218,119.875000,0,-18.125000
3-8-11-17-19-20,218,101.791664,218,119.458336,0,-17.666672
3-8-11-17-19-21,218,101.000000,218,118.666664,0,-17.666664
3-8-11-17-20-21,218,99.708336,218,114.000000,0,-14.291664
3-8-11-18-19-20,187,75.583336,187,91.125000,0,-15.541664
3-8-11-18-19-21,187,74.958336,187,90.166664,0,-15.208328
3-8-11-18-20-21,175,75.208336,175,86.500000,0,-11.291664
3-8-11-19-20-21,175,73.625000,175,84.916664,0,-11.291664
3-8-12-13-14-15,262,58.958332,262,62.708332,0,-3.750000
3-8-12-13-14-16,257,71.708336,257,89.291664,0,-17.583328
3-8-12-13-14-17,262,103.625000,262,127.166664,0,-23.541664
3-8-12-13-14-18,257,70.208336,257,86.666664,0,-16.458328
3-8-12-13-14-19,257,71.583336,257,90.333336,0,-18.750000
3-8-12-13-14-20,257,80.083336,257,109.333336,0,-29.250000
3-8-12-13-14-21,257,77.666664,257,106.833336,0,-29.166672
3-8-12-13-15-16,257,71.583336,257,88.875000,0,-17.291664
3-8-12-13-15-17,262,105.208336,262,128.458328,0,-23.249992
3-8-12-13-15-18,257,70.625000,257,87.708336,0,-17.083336
3-8-12-13-15-19,257,72.083336,257,91.583336,0,-19.500000
3-8-12-13-15-20,257,79.875000,257,109.125000,0,-29.250000
3-8-12-13-15-21,257,77.958336,257,107.416664,0,-29.458328
3-8-12-13-16-17,258,112.583336,258,136.875000,0,-24.291664
3-8-12-13-16-18,198,84.041664,198,99.416664,0,-15.375000
3-8-12-13-16-19,187,85.416664,187,99.541664,0,-14.125000
3-8-12-13-16-20,235,94.000000,177,107.291664,58,-13.291664
3-8-12-13-16-21,218,91.416664,177,105.833336,41,-14.416672
3-8-12-13-17-18,257,103.250000,257,126.458336,0,-23.208336
3-8-12-13-17-19,257,104.875000,257,128.083328,0,-23.208328
3-8-12-13-17-20,257,111.083336,257,134.666672,0,-23.583336
3-8-12-13-17-21,257,109.541664,257,133.041672,0,-23.500008
3-8-12-13-18-19,198,71.833336,198,86.916664,0,-15.083328
3-8-12-13-18-20,198,79.500000,198,99.875000,0,-20.375000
3-8-12-13-18-21,198,78.208336,198,98.125000,0,-19.916664
3-8-12-13-19-20,187,79.291664,187,97.666664,0,-18.375000
3-8-12-13-19-21,187,77.458336,187,95.708336,0,-18.250000
3-8-12-13-20-21,159,78.791664,159,92.458336,0,-13.666672
3-8-12-14-15-16,262,69.750000,262,86.958336,0,-17.208336
3-8-12-14-15-17,265,105.166664,265,128.541672,0,-23.375008
3-8-12-14-15-18,262,70.458336,262,88.541664,0,-18.083328
3-8-12-14-15-19,262,71.708336,262,92.166664,0,-20.458328
3-8-12-14-15-20,262,79.625000,262,109.708336,0,-30.083336
3-8-12-14-15-21,262,77.791664,262,108.041664,0,-30.250000
3-8-12-14-16-17,262,112.375000,262,137.000000,0,-24.625000
3-8-12-14-16-18,198,83.125000,198,97.666664,0,-14.541664
3-8-12-14-16-19,187,84.291664,187,97.708336,0,-13.416672
3-8-12-14-16-20,235,92.666664,177,106.958336,58,-14.291672
3-8-12-14-16-21,218,90.500000,177,104.916664,41,-14.416664
3-8-12-14-17-18,262,104.708336,262,128.250000,0,-23.541664
3-8-12-14-17-19,262,106.125000,262,129.666672,0,-23.541672
3-8-12-14-17-20,262,112.458336,262,136.708328,0,-24.249992
3-8-12-14-17-21,262,111.000000,262,134.833328,0,-23.833328
3-8-12-14-18-19,198,72.375000,198,88.041664,0,-15.666664
3-8-12-14-18-20,198,79.833336,198,100.208336,0,-20.375000
3-8-12-14-18-21,198,78.958336,198,99.500000,0,-20.541664
3-8-12-14-19-20,187,79.416664,187,97.791664,0,-18.375000
3-8-12-14-19-21,187,78.000000,187,96.541664,0,-18.541664
3-8-12-14-20-21,159,79.125000,159,93.083336,0,-13.958336
3-8-12-15-16-17,262,113.375000,262,137.708328,0,-24.333328
3-8-12-15-16-18,198,82.958336,198,97.375000,0,-14.416664
3-8-12-15-16-19,187,84.208336,187,98.125000,0,-13.916664
3-8-12-15-16-20,235,91.875000,177,105.541664,58,-13.666664
3-8-12-15-16-21,218,90.208336,177,104.625000,41,-14.416664
3-8-12-15-17-18,262,106.250000,262,129.500000,0,-23.250000
3-8-12-15-17-19,262,107.750000,262,131.000000,0,-23.250000
3-8-12-15-17-20,262,113.166664,262,136.916672,0,-23.750008
3-8-12-15-17-21,262,112.416664,262,135.958328,0,-23.541664
3-8-12-15-18-19,198,72.833336,198,89.375000,0,-16.541664
3-8-12-15-18-20,198,79.583336,198,99.958336,0,-20.375000
3-8-12-15-18-21,198,79.208336,198,100.041664,0,-20.833328
3-8-12-15-19-20,187,79.250000,187,97.625000,0,-18.375000
3-8-12-15-19-21,187,78.333336,187,97.166664,0,-18.833328
3-8-12-15-20-21,159,78.750000,159,93.000000,0,-14.250000
3-8-12-16-17-18,258,113.208336,258,133.166672,0,-19.958336
3-8-12-16-17-19,258,113.625000,258,132.708328,0,-19.083328
3-8-12-16-17-20,258,119.500000,258,137.375000,0,-17.875000
3-8-12-16-17-21,258,118.458336,258,136.625000,0,-18.166664
3-8-12-16-18-19,187,88.916664,187,105.333336,0,-16.416672
3-8-12-16-18-20,218,94.750000,177,109.625000,41,-14.875000
3-8-12-16-18-21,215,93.750000,177,109.541664,38,-15.791664
3-8-12-16-19-20,218,93.333336,177,107.625000,41,-14.291664
3-8-12-16-19-21,215,91.791664,177,107.416664,38,-15.625000
3-8-12-16-20-21,218,91.291664,193,102.916664,25,-11.625000
3-8-12-17-18-19,217,95.208336,217,113.541664,0,-18.333328
3-8-12-17-18-20,217,100.375000,217,118.833336,0,-18.458336
3-8-12-17-18-21,217,100.375000,217,118.833336,0,-18.458336
3-8-12-17-19-20,217,100.208336,217,117.833336,0,-17.625000
3-8-12-17-19-21,217,99.666664,217,117.291664,0,-17.625000
3-8-12-17-20-21,217,98.500000,217,112.791664,0,-14.291664
3-8-12-18-19-20,187,73.250000,187,88.166664,0,-14.916664
3-8-12-18-19-21,187,72.875000,187,87.708336,0,-14.833336
3-8-12-18-20-21,159,73.250000,159,84.541664,0,-11.291664
3-8-12-19-20-21,159,71.708336,159,83.000000,0,-11.291664
3-8-13-14-15-16,257,69.000000,257,87.250000,0,-18.250000
3-8-13-14-15-17,265,99.333336,265,122.375000,0,-23.041664
3-8-13-14-15-18,257,66.041664,257,82.500000,0,-16.458336
3-8-13-14-15-19,257,67.416664,257,86.166664,0,-18.750000
3-8-13-14-15-20,257,76.708336,257,105.958336,0,-29.250000
3-8-13-14-15-21,257,74.208336,257,103.375000,0,-29.166664
3-8-13-14-16-17,258,108.291664,258,132.583328,0,-24.291664
3-8-13-14-16-18,198,80.166664,198,95.166664,0,-15.000000
3-8-13-14-16-19,187,81.458336,187,94.500000,0,-13.041664
3-8-13-14-16-20,218,91.541664,177,104.833336,41,-13.291672
3-8-13-14-16-21,215,88.666664,177,102.416664,38,-13.750000
3-8-13-14-17-18,257,96.958336,257,118.916664,0,-21.958328
3-8-13-14-17-19,257,98.500000,257,120.458336,0,-21.958336
3-8-13-14-17-20,257,106.208336,257,128.541672,0,-22.333336
3-8-13-14-17-21,257,104.041664,257,126.291664,0,-22.250000
3-8-13-14-18-19,198,65.875000,198,78.625000,0,-12.750000
3-8-13-14-18-20,198,75.041664,198,94.958336,0,-19.916672
3-8-13-14-18-21,198,73.458336,198,92.958336,0,-19.500000
3-8-13-14-19-20,187,74.750000,187,93.125000,0,-18.375000
3-8-13-14-19-21,187,72.625000,187,90.875000,0,-18.250000
3-8-13-14-20-21,146,75.458336,146,89.125000,0,-13.666664
